,County,Total Cases,Total Cases per 100k,Total Deaths,Total Deaths per 100k,Fully Vaccinated,Daily Case Avg,Daily Case 14-Day change %,Hospitalized Daily Avg,Hosp. Daily per 100k,Hosp. Daily change %,Deaths Daily Avg.,Deaths Daily per 100k
1680,Buffalo ›,"5,507","11,090",57,115,24%,<1,10,—,—,0,—,33%
3162,Buffalo ›,"1,398","10,728",7,54,35%,2,16,—,–100%,0,—,26%
1072,Bullitt ›,"7,269","8,900",74,91,27%,2,10,—,—,0.1,0.80,29%
513,Bulloch ›,"6,835","8,586",115,144,—,2,4,22,Flat,0.2,0.37,—
15,Bullock ›,"1,228","12,157",41,406,28%,7,7,5,–36%,0,—,21%
1977,Buncombe ›,"17,715","6,782",326,125,40%,2,4,4,–48%,0,—,25%
638,Bureau ›,"3,716","11,389",95,291,31%,26,12,11,–17%,0.1,0.07,37%
427,Burke ›,"2,585","11,549",60,268,—,5,7,14,–3%,0,—,—
1906,Burke ›,"9,983","11,033",153,169,28%,19,15,9,–32%,0,—,27%
2025,Burke ›,241,"11,395",1,47,27%,<1,3,16,–26%,0,—,42%
1991,Burleigh ›,"15,743","16,463",191,200,33%,3,11,19,+2%,0,—,29%
2635,Burleson ›,"2,420","13,122",48,260,28%,4,10,19,–43%,0.1,0.34,25%
1786,Burlington ›,"44,001","9,880",841,189,46%,24,6,6,–44%,0.8,0.23,36%
3180,Burnett ›,"1,531","9,933",22,143,39%,<1,5,3,–43%,0,—,39%
2734,Burnet ›,"4,759","9,883",65,135,29%,3,7,—,–100%,0,—,22%
1693,Burt ›,668,"10,342",12,186,39%,<1,8,—,—,0.3,2.65,19%
2271,Butler ›,"17,155","9,132",412,219,41%,18,16,10,–4%,0,—,33%
1687,Butler ›,856,"10,679",12,150,35%,<1,8,—,—,0,—,17%
836,Butler ›,"1,649","11,420",34,235,41%,1,8,3,–42%,0,—,39%
2054,Butler ›,"38,470","10,041",584,152,34%,45,12,26,–10%,0.2,0.04,34%
29,Butler ›,"2,164","11,127",69,355,22%,7,3,12,–6%,0.7,0.29,27%
1536,Butler ›,"4,188","9,859",43,101,19%,2,6,10,–13%,0,—,20%
1009,Butler ›,"1,462","11,352",24,186,28%,10,18,—,–100%,0.1,0.25,39%
926,Butler ›,"7,546","11,278",87,130,28%,1,4,—,–100%,0,—,33%
224,Butte ›,"12,026","5,487",199,91,32%,244,2,4,–9%,12.9,0.13,37%
2492,Butte ›,"1,060","10,164",20,192,20%,0,—,10,–32%,0,—,37%
576,Butte ›,210,"8,086",1,39,28%,<1,5,—,–100%,0,—,23%
404,Butts ›,"3,144","12,608",83,333,—,3,11,7,–9%,0,—,—
1922,Cabarrus ›,"21,901","10,118",257,119,28%,8,12,—,–100%,0.1,0.23,31%
3080,Cabell ›,"8,701","9,463",171,186,—,3,24,11,–25%,0,—,—
2376,Cabo Rojo,"1,256","2,666",—,—,32%,1,3,—,—,0,—,26%
2854,Cache ›,"16,142","12,583",47,37,26%,8,15,3,–57%,0,—,23%
2135,Caddo ›,"3,968","13,796",88,306,38%,18,6,10,–9%,0.4,0.15,31%
1128,Caddo ›,"26,216","10,914",743,309,27%,16,13,8,+28%,0.3,0.22,24%
2320,Caguas,"7,205","5,790",—,—,30%,5,11,—,—,0,—,24%
234,Calaveras ›,"2,129","4,638",54,118,31%,<1,3,11,–9%,0,—,—
1126,Calcasieu ›,"22,607","11,113",433,213,22%,15,14,6,+106%,0.1,0.13,24%
1124,Caldwell ›,"1,115","11,242",29,292,21%,4,15,8,+28%,0,—,22%
1007,Caldwell ›,"1,454","11,407",31,243,31%,5,20,9,–20%,0,—,24%
1902,Caldwell ›,"9,360","11,390",104,127,28%,28,17,11,–4%,0.5,0.30,26%
2640,Caldwell ›,"5,643","12,924",97,222,25%,5,9,8,+118%,0,—,26%
1566,Caldwell ›,777,"8,614",14,155,21%,<1,3,2,–50%,0,—,30%
2885,Caledonia ›,"1,037","3,457",6,20,—,6,11,9,–2%,0.1,0.26,—
180,Calhoun ›,411,"7,921",3,58,20%,0,—,14,–12%,0,—,20%
2430,Calhoun ›,"1,320","9,070",37,254,22%,<1,4,—,–100%,0,—,34%
798,Calhoun ›,"1,384","14,315",13,134,40%,5,9,14,+99%,0,—,36%
2697,Calhoun ›,"2,326","10,925",23,108,30%,2,16,—,–100%,0.1,1.11,25%
3118,Calhoun ›,347,"4,881",0,—,—,<1,6,4,–50%,0.1,2.05,—
485,Calhoun ›,589,"9,517",15,242,—,<1,6,10,–6%,0,—,—
1249,Calhoun ›,"14,023","10,453",284,212,31%,181,28,26,–15%,1.6,0.24,39%
328,Calhoun ›,"1,697","12,031",45,319,17%,59,16,22,–2%,1.5,0.41,39%
654,Calhoun ›,518,"10,931",5,106,39%,<1,15,—,–100%,0,—,35%
8,Calhoun ›,"14,522","12,783",316,278,24%,3,8,—,–100%,0.1,0.39,18%
1426,Calhoun ›,"1,708","11,893",32,223,20%,1,8,6,+29%,0,—,23%
2777,Callahan ›,"1,193","8,556",40,287,22%,1,4,—,–100%,0,—,22%
1501,Callaway ›,"4,973","11,115",49,110,27%,3,6,9,–11%,0.1,0.27,22%
1069,Calloway ›,"3,524","9,036",51,131,28%,2,10,3,+8%,0,—,29%
3129,Calumet ›,"6,469","12,915",56,112,35%,3,15,4,–32%,0,—,36%
1213,Calvert ›,"4,185","4,523",78,84,38%,2,2,4,–18%,0,—,38%
588,Camas ›,71,"6,420",0,—,28%,0,—,15,–20%,0,—,28%
2246,Cambria ›,"14,217","10,920",425,326,36%,11,24,5,–79%,0,—,34%
1783,Camden ›,"54,859","10,832","1,287",254,40%,66,7,18,–33%,1.6,0.17,46%
1981,Camden ›,663,"6,101",5,46,24%,1,3,—,–100%,0,—,35%
1559,Camden ›,"4,090","8,833",87,188,25%,2,4,6,–19%,0,—,28%
531,Camden ›,"3,967","7,257",37,68,—,<1,2,10,–36%,0,—,—
1167,Cameron ›,604,"8,662",6,86,9%,<1,8,9,–14%,0,—,27%
2303,Cameron ›,295,"6,634",8,180,41%,3,11,17,–1%,0.1,0.58,25%
2746,Cameron ›,"40,774","9,636","1,640",388,38%,3,6,11,–28%,0.1,0.35,32%
2586,Campbell ›,"4,175","10,479",63,158,24%,1,5,—,–100%,0,—,21%
3198,Campbell ›,"4,874","10,518",60,129,16%,4,9,—,—,0,—,16%
1060,Campbell ›,"8,768","9,369",83,89,38%,2,11,6,–46%,0,—,26%
2496,Campbell ›,130,"9,448",4,291,22%,0,—,—,—,0,—,35%
2954,Campbell ›,"4,478","8,159",86,157,—,<1,13,4,–67%,0,—,—
2750,Camp ›,"1,255","9,585",43,328,20%,2,6,16,Flat,0.3,1.13,29%
2343,Camuy,"1,403","4,600",—,—,28%,3,11,—,—,0,—,27%
2161,Canadian ›,"17,220","11,611",172,116,33%,<1,3,7,–19%,0,—,35%
509,Candler ›,955,"8,840",66,611,—,<1,5,11,+29%,0,—,—
2539,Cannon ›,"1,926","13,122",31,211,16%,4,6,11,–19%,0,—,23%
553,Canyon ›,"26,795","11,658",296,129,23%,45,9,7,–37%,0.7,0.15,38%
2333,Canóvanas,"2,330","5,260",—,—,26%,3,8,—,—,0,—,27%
1491,Cape Girardeau ›,"9,511","12,059",134,170,29%,7,8,9,–12%,0,—,26%
1787,Cape May ›,"9,090","9,876",204,222,50%,38,6,9,–44%,2.6,0.42,40%
2261,Carbon ›,"6,229","9,705",169,263,35%,9,19,8,–41%,0.3,0.62,30%
2872,Carbon ›,"1,647","8,049",17,83,25%,<1,4,—,—,0,—,24%
1635,Carbon ›,868,"8,093",15,140,33%,<1,3,13,+47%,0,—,46%
3197,Carbon ›,"1,593","10,764",23,155,28%,10,10,8,+8%,0.1,0.14,31%
567,Caribou ›,692,"9,672",12,168,22%,<1,9,—,–100%,0,—,24%
1042,Carlisle ›,474,"9,958",9,189,23%,1,24,—,–100%,0,—,28%
1375,Carlton ›,"3,450","9,618",54,151,43%,1,13,15,+3%,0,—,30%
2311,Carolina,"10,086","6,831",—,—,27%,4,16,—,—,0,—,28%
1203,Caroline ›,"2,294","6,867",25,75,35%,7,7,7,–16%,0,—,34%
2950,Caroline ›,"2,598","8,456",36,117,—,2,16,9,–34%,0,—,—
773,Carroll ›,"1,896","9,360",22,109,20%,2,7,—,–100%,0,—,23%
1494,Carroll ›,"1,037","11,948",23,265,30%,4,8,14,–12%,0,—,—
1056,Carroll ›,"1,013","9,529",19,179,29%,1,12,4,–55%,0,—,26%
2936,Carroll ›,"2,657","8,919",71,238,—,4,6,14,–8%,0.5,0.70,—
1769,Carroll ›,"2,408","4,923",10,20,42%,6,14,4,–62%,0,—,33%
486,Carroll ›,"11,417","9,515",242,202,—,1,6,7,+43%,0,—,—
618,Carroll ›,"1,751","12,240",37,259,38%,6,19,15,+21%,0,—,32%
2121,Carroll ›,"1,917","7,123",47,175,29%,1,3,—,–100%,0,—,27%
2542,Carroll ›,"3,632","13,080",83,299,26%,1,17,20,+85%,0,—,33%
800,Carroll ›,"2,858","14,173",52,258,45%,9,6,8,+12%,0,—,50%
1419,Carroll ›,"1,218","12,245",29,292,19%,<1,11,7,–38%,0,—,25%
1211,Carroll ›,"9,336","5,542",237,141,42%,3,6,15,–23%,0,—,40%
161,Carroll ›,"2,810","9,901",45,159,25%,<1,3,12,–27%,0,—,30%
1747,Carson City ›,"6,486","11,600",123,220,39%,5,11,5,–5%,0,—,35%
2768,Carson ›,526,"8,876",14,236,21%,<1,5,6,+115%,0,—,32%
1970,Carteret ›,"5,131","7,386",54,78,27%,2,8,7,–29%,0,—,29%
1083,Carter ›,"2,282","8,516",35,131,26%,2,7,3,–8%,0.1,0.63,35%
2563,Carter ›,"6,660","11,810",158,280,24%,1,8,15,–6%,0,—,16%
2145,Carter ›,"6,133","12,748",110,229,25%,<1,5,6,+19%,0.1,1.64,34%
1612,Carter ›,146,"11,661",5,399,20%,<1,17,—,—,0,—,13%
1551,Carter ›,542,"9,061",10,167,18%,1,4,9,–10%,0,—,30%
1366,Carver ›,"10,475","9,968",45,43,37%,3,19,12,–22%,0,—,37%
1617,Cascade ›,"9,092","11,174",169,208,33%,1,9,7,+19%,0,—,28%
1068,Casey ›,"1,463","9,054",37,229,19%,2,10,5,+38%,0.1,0.70,23%
550,Cassia ›,"2,942","12,243",27,112,17%,4,11,—,–100%,0,—,36%
1562,Cass ›,"9,167","8,666",111,105,29%,<1,3,—,–100%,0,—,21%
1383,Cass ›,"2,713","9,110",28,94,34%,2,9,16,–24%,0,—,49%
2829,Cass ›,"1,923","6,404",82,273,18%,0,—,11,–18%,0,—,28%
850,Cass ›,"1,385","10,790",54,421,42%,<1,6,13,+99%,0.1,1.17,34%
592,Cass ›,"1,991","16,391",34,280,34%,29,39,11,–10%,0.1,0.19,23%
1250,Cass ›,"5,328","10,288",75,145,26%,6,27,10,–45%,0,—,26%
694,Cass ›,"5,831","15,471",107,284,26%,7,34,7,–13%,0,—,25%
2010,Cass ›,"24,495","13,464",208,114,41%,<1,13,—,–100%,0,—,30%
1695,Cass ›,"2,668","10,165",16,61,34%,<1,7,—,—,0,—,22%
2634,Castro ›,989,"13,134",32,425,23%,5,10,8,–17%,0,—,36%
1934,Caswell ›,"2,175","9,622",28,124,31%,9,11,10,–16%,0,—,28%
1119,Catahoula ›,"1,161","12,229",38,400,21%,5,18,9,+6%,0.1,0.54,28%
1891,Catawba ›,"19,442","12,185",303,190,30%,6,21,8,–27%,2.0,6.99,31%
2315,Cataño,"1,502","6,462",—,—,23%,4,13,—,—,0,—,29%
476,Catoosa ›,"6,504","9,624",70,104,—,<1,8,54,+30%,0,—,—
1825,Catron ›,93,"2,637",5,142,20%,0,—,—,—,0,—,31%
1857,Cattaraugus ›,"5,559","7,303",87,114,33%,55,12,8,–17%,0.4,0.09,48%
2024,Cavalier ›,430,"11,430",5,133,45%,<1,4,5,–6%,0,—,42%
2357,Cayey,"1,596","3,769",—,—,30%,1,6,—,—,0,—,34%
1850,Cayuga ›,"6,177","8,066",92,120,38%,9,14,3,–69%,0,—,50%
1207,Cecil ›,"6,204","6,032",135,131,32%,12,4,25,–22%,0,—,49%
1580,Cedar ›,"1,111","7,743",22,153,19%,<1,2,1,–79%,0.1,0.89,22%
1708,Cedar ›,775,"9,224",12,143,30%,<1,5,—,—,0,—,36%
860,Cedar ›,"1,900","10,200",23,123,41%,<1,5,13,+99%,0,—,35%
2342,Ceiba,510,"4,629",—,—,25%,3,11,—,—,0,—,17%
2254,Centre ›,"16,655","10,256",221,136,37%,35,21,32,–7%,0.7,0.42,30%
813,Cerro Gordo ›,"5,397","12,714",89,210,41%,1,16,13,+99%,0,—,29%
276,Chaffee ›,"1,664","8,174",25,123,—,2,20,—,—,0,—,—
2676,Chambers ›,"5,017","11,445",49,112,19%,12,5,9,–31%,0.4,0.18,26%
34,Chambers ›,"3,578","10,760",123,370,17%,2,10,10,–12%,0,—,26%
2098,Champaign ›,"3,341","8,592",58,149,29%,8,5,8,–13%,0.3,0.16,35%
673,Champaign ›,"20,618","9,833",153,73,37%,2,6,—,–100%,0.1,0.61,29%
1549,Chariton ›,675,"9,090",8,108,23%,2,4,6,–7%,0,—,27%
2979,Charles City ›,500,"7,181",16,230,—,1,7,12,–19%,0,—,—
2450,Charles Mix ›,"1,378","14,830",22,237,33%,<1,9,—,–100%,0,—,42%
2424,Charleston ›,"43,195","10,499",504,123,39%,1,8,13,–21%,0,—,25%
1205,Charles ›,"10,700","6,554",194,119,33%,14,5,10,–29%,0.1,0.06,41%
1295,Charlevoix ›,"1,986","7,597",20,77,46%,4,12,4,+251%,0,—,32%
2949,Charlottesville ›,"4,014","8,492",56,118,—,2,16,—,—,0,—,—
2976,Charlotte ›,865,"7,281",18,152,—,<1,7,11,—,0,—,—
382,Charlotte ›,"13,049","6,908",425,225,44%,<1,3,3,–69%,0,—,18%
438,Charlton ›,"1,456","10,872",33,246,—,3,5,10,+65%,0.1,0.26,—
946,Chase ›,270,"10,196",3,113,32%,<1,2,10,+2%,0,—,31%
1667,Chase ›,463,"11,799",5,127,17%,1,20,—,–100%,0.1,2.27,26%
521,Chatham ›,"23,258","8,036",455,157,—,<1,4,10,–6%,0,—,—
1980,Chatham ›,"4,651","6,245",88,118,37%,<1,3,6,–31%,0,—,42%
384,Chattahoochee ›,"4,046","37,095",15,138,—,9,83,21,+8%,0,—,—
428,Chattooga ›,"2,861","11,541",71,286,—,8,7,15,–9%,0.5,0.46,—
980,Chautauqua ›,267,"8,215",6,185,30%,0,—,—,—,0,—,29%
1863,Chautauqua ›,"8,776","6,916",140,110,36%,6,10,5,–54%,0,—,39%
1796,Chaves ›,"9,196","14,232",171,265,21%,41,33,29,+58%,0.4,0.35,46%
2577,Cheatham ›,"4,573","11,245",56,138,26%,<1,6,—,–100%,0,—,21%
1296,Cheboygan ›,"1,894","7,493",44,174,35%,43,12,15,–50%,1.0,0.27,45%
3030,Chelan ›,"6,877","8,908",67,87,43%,218,24,6,–76%,2.0,0.22,31%
1841,Chemung ›,"7,516","9,006",135,162,37%,8,17,11,–15%,0,—,38%
1858,Chenango ›,"3,392","7,185",76,161,37%,13,11,9,–8%,0,—,36%
1944,Cherokee ›,"2,582","9,024",34,119,31%,8,9,—,–100%,0,—,28%
2421,Cherokee ›,"6,050","10,558",154,269,18%,1,10,9,–19%,0.1,0.98,22%
2791,Cherokee ›,"4,206","7,989",140,266,19%,<1,3,11,–32%,0,—,20%
2162,Cherokee ›,"5,628","11,567",74,152,26%,<1,3,—,–100%,0.3,1.41,23%
65,Cherokee ›,"1,847","7,051",45,172,19%,<1,1,5,+463%,0.1,1.38,28%
915,Cherokee ›,"2,480","12,438",52,261,26%,1,5,10,–24%,0.1,0.73,30%
412,Cherokee ›,"31,316","12,102",319,123,—,25,10,14,–15%,0,—,—
801,Cherokee ›,"1,587","14,126",38,338,39%,6,6,4,–39%,0,—,46%
1740,Cherry ›,300,"5,273",7,123,23%,0,—,13,+14%,0,—,9%
2945,Chesapeake ›,"20,868","8,523",296,121,—,3,23,10,–6%,0,—,—
1770,Cheshire ›,"3,715","4,883",33,43,32%,19,12,3,–57%,0.1,0.09,38%
2958,Chesterfield ›,"27,730","7,860",430,122,—,2,11,2,–65%,0,—,—
2422,Chesterfield ›,"4,811","10,539",104,228,21%,2,9,9,–37%,0.3,1.70,23%
2394,Chester ›,"4,200","13,026",76,236,24%,4,14,5,–31%,0,—,17%
2295,Chester ›,"40,076","7,634",795,151,38%,4,12,19,–23%,0,—,30%
2553,Chester ›,"2,154","12,453",51,295,21%,2,9,13,–22%,0,—,24%
287,Cheyenne ›,128,"6,991",6,328,—,<1,14,22,–5%,0,—,—
904,Cheyenne ›,362,"13,624",14,527,29%,<1,8,—,—,0,—,32%
1691,Cheyenne ›,936,"10,505",18,202,28%,<1,8,—,—,0,—,23%
1422,Chickasaw ›,"2,078","12,150",57,333,24%,1,10,6,–33%,0,—,20%
857,Chickasaw ›,"1,240","10,391",15,126,38%,<1,5,—,–100%,0,—,36%
114,Chicot ›,"1,616","15,972",41,405,31%,23,8,7,–16%,0.1,0.05,26%
2597,Childress ›,"1,380","18,889",17,233,25%,12,79,8,–15%,0,—,25%
50,Chilton ›,"4,308","9,697",112,252,15%,2,6,9,+7%,0,—,19%
1230,Chippewa ›,"5,561","14,889",49,131,50%,3,42,—,–100%,0,—,35%
1321,Chippewa ›,"1,521","12,890",38,322,34%,3,24,—,–100%,0.1,1.04,32%
3145,Chippewa ›,"7,582","11,726",96,148,38%,13,9,11,–6%,0.4,0.32,36%
1359,Chisago ›,"5,966","10,545",51,90,32%,1,24,—,–100%,0,—,39%
2882,Chittenden ›,"7,435","4,540",102,62,—,4,13,5,–26%,0,—,—
66,Choctaw ›,611,"4,853",24,191,31%,0,—,12,–6%,0,—,28%
2174,Choctaw ›,"1,617","11,021",22,150,19%,1,2,7,–18%,0,—,24%
1471,Choctaw ›,764,"9,306",18,219,18%,<1,2,4,–36%,0,—,23%
1628,Chouteau ›,505,"8,962",6,106,21%,2,5,—,–100%,0.1,0.41,42%
1916,Chowan ›,"1,465","10,507",23,165,29%,146,13,15,–6%,0.9,0.08,31%
641,Christian ›,"3,659","11,327",91,282,28%,3,11,13,+15%,0.1,0.50,28%
1041,Christian ›,"7,035","9,984",104,148,17%,3,4,12,–3%,0,—,38%
1524,Christian ›,"8,979","10,135",91,103,26%,2,9,6,–27%,0,—,23%
1751,Churchill ›,"2,055","8,250",49,197,26%,28,6,8,+13%,0.7,0.15,37%
2323,Ciales,909,"5,711",—,—,29%,15,10,—,—,0,—,27%
1798,Cibola ›,"3,524","13,211",112,420,40%,3,19,—,–100%,0,—,15%
2354,Cidra,"1,491","3,894",—,—,26%,2,8,—,—,0,—,28%
2188,Cimarron ›,214,"10,014",1,47,18%,0,—,—,—,0,—,33%
376,Citrus ›,"11,204","7,486",451,301,36%,<1,5,6,+71%,0,—,37%
2222,Clackamas ›,"17,440","4,170",214,51,35%,3,8,—,–100%,0,—,35%
1162,Claiborne ›,"1,438","9,177",55,351,23%,2,10,6,–13%,0,—,17%
1440,Claiborne ›,"1,024","11,393",30,334,27%,<1,6,6,+29%,0,—,20%
2589,Claiborne ›,"3,189","9,978",73,228,27%,<1,4,11,–32%,0,—,38%
3062,Clallam ›,"1,281","1,657",9,12,46%,<1,4,8,+122%,0,—,29%
2425,Clarendon ›,"3,423","10,144",113,335,27%,2,8,11,–22%,0.1,0.52,33%
1290,Clare ›,"2,409","7,784",78,252,30%,46,16,5,–86%,1.9,0.64,36%
2289,Clarion ›,"3,135","8,156",91,237,30%,36,13,7,+9%,0.3,0.11,37%
423,Clarke ›,"15,079","11,750",144,112,—,3,8,10,Flat,0.1,0.35,—
1439,Clarke ›,"1,780","11,454",80,515,27%,1,6,2,–21%,0,—,26%
853,Clarke ›,"1,001","10,655",24,255,35%,1,6,—,–100%,0.1,0.57,37%
1,Clarke ›,"3,511","14,863",61,258,26%,112,17,13,+2%,1.3,0.20,32%
2994,Clarke ›,976,"6,676",19,130,—,<1,5,9,+5%,0,—,—
1092,Clark ›,"2,900","7,997",29,80,33%,2,6,7,–31%,0.3,1.05,31%
913,Clark ›,253,"12,688",7,351,34%,1,5,8,+8%,0.1,0.75,35%
165,Clark ›,"2,113","9,467",41,184,28%,2,2,<1,–26%,0,—,26%
630,Clark ›,"1,799","11,651",41,266,26%,771,15,17,–13%,11.4,0.22,36%
2048,Clark ›,"14,048","10,477",299,223,35%,16,14,5,+21%,0.1,0.12,28%
3168,Clark ›,"3,662","10,531",63,181,22%,<1,10,2,–78%,0,—,35%
3045,Clark ›,"23,646","4,843",264,54,33%,17,13,—,–100%,0.4,0.33,39%
1748,Clark ›,"248,006","10,941","4,351",192,30%,5,8,6,–5%,0.2,0.30,39%
2476,Clark ›,461,"12,339",5,134,34%,<1,4,6,–51%,0,—,34%
1535,Clark ›,671,"9,872",7,103,17%,<1,7,8,+43%,0,—,30%
586,Clark ›,59,"6,982",0,—,22%,<1,1,6,–37%,0,—,42%
729,Clark ›,"13,028","11,012",200,169,38%,13,11,8,+26%,0,—,38%
2236,Clatsop ›,985,"2,449",8,20,35%,<1,4,4,+173%,0,—,33%
495,Clayton ›,"26,836","9,182",483,165,—,<1,6,9,–12%,0.1,1.00,—
866,Clayton ›,"1,694","9,653",56,319,37%,<1,4,—,—,0,—,36%
644,Clay ›,"1,481","11,233",48,364,24%,5,9,9,+36%,0.1,0.28,27%
1976,Clay ›,770,"6,856",18,160,22%,2,5,—,–100%,0,—,30%
754,Clay ›,"2,605","9,933",47,179,33%,3,12,11,+29%,0,—,32%
944,Clay ›,826,"10,322",29,362,37%,<1,2,3,–54%,0,—,27%
2511,Clay ›,"1,103","14,485",30,394,18%,9,12,11,–28%,0.1,0.21,28%
18,Clay ›,"1,568","11,847",57,431,22%,23,6,19,+14%,0.3,0.08,32%
1674,Clay ›,704,"11,349",11,177,27%,<1,15,11,+14%,0,—,13%
2464,Clay ›,"1,922","13,660",15,107,45%,<1,6,—,–100%,0,—,31%
365,Clay ›,"18,833","8,590",342,156,24%,6,5,11,–29%,0.7,0.50,61%
3117,Clay ›,506,"5,947",9,106,—,2,6,9,–14%,0,—,—
1572,Clay ›,"10,058","8,287",165,136,30%,<1,3,9,–18%,0,—,14%
805,Clay ›,"2,155","13,455",25,156,37%,2,21,12,+41%,0,—,36%
1322,Clay ›,"8,144","12,681",92,143,24%,7,24,11,–29%,0,—,34%
130,Clay ›,"1,769","12,157",50,344,28%,1,7,6,–12%,0,—,21%
518,Clay ›,237,"8,363",3,106,—,<1,4,15,–12%,0,—,—
2736,Clay ›,"1,032","9,856",16,153,30%,<1,7,—,–100%,0,—,23%
1464,Clay ›,"1,854","9,598",54,280,23%,<1,3,5,+29%,0,—,16%
995,Clay ›,"2,672","13,426",44,221,24%,9,32,5,–38%,0,—,29%
299,Clear Creek ›,447,"4,608",3,31,—,<1,6,—,–100%,0,—,—
2249,Clearfield ›,"8,424","10,629",143,180,32%,94,22,29,–13%,1.3,0.31,30%
1368,Clearwater ›,866,"9,821",16,181,30%,2,17,—,—,0,—,38%
551,Clearwater ›,"1,050","11,992",13,148,27%,4,11,—,—,0,—,20%
46,Cleburne ›,"1,491","10,000",41,275,18%,1,6,5,+463%,0,—,30%
178,Cleburne ›,"1,981","7,950",75,301,25%,<1,<1,6,+38%,0,—,27%
2066,Clermont ›,"19,838","9,610",238,115,36%,4,10,7,Flat,0.3,0.68,30%
133,Cleveland ›,953,"11,978",25,314,29%,1,7,—,—,0.3,1.61,25%
1897,Cleveland ›,"11,465","11,705",224,229,26%,39,19,6,–23%,0.6,0.27,27%
2175,Cleveland ›,"31,063","10,937",404,142,31%,<1,2,10,–6%,0,—,29%
387,Clinch ›,987,"14,914",26,393,—,4,16,15,+137%,0,—,—
2268,Clinton ›,"3,619","9,368",63,163,27%,15,17,8,+9%,0,—,32%
824,Clinton ›,"5,555","11,965",93,200,34%,2,9,11,+80%,0,—,41%
1872,Clinton ›,"4,784","5,944",33,41,50%,111,8,4,–90%,0.6,0.04,45%
993,Clinton ›,"1,450","14,191",32,313,23%,13,35,5,–45%,0.3,0.79,27%
1541,Clinton ›,"1,960","9,614",65,319,25%,1,5,5,+19%,0,—,21%
1264,Clinton ›,"7,442","9,350",85,107,36%,8,24,14,–51%,0.3,0.85,33%
2088,Clinton ›,"3,734","8,897",63,150,30%,4,6,6,–31%,0,—,28%
697,Clinton ›,"4,284","13,223",58,179,27%,28,26,21,–12%,0.3,0.26,32%
594,Clinton ›,"5,757","15,327",99,264,34%,4,32,38,–34%,0,—,34%
929,Cloud ›,985,"11,211",23,262,31%,<1,4,10,+6%,0,—,39%
1406,Coahoma ›,"2,954","13,352",79,357,23%,20,9,—,–100%,0,—,27%
2147,Coal ›,698,"12,702",15,273,25%,1,5,10,–20%,0.1,0.46,19%
2371,Coamo,"1,160","3,065",—,—,24%,<1,4,—,—,0,—,22%
451,Cobb ›,"79,090","10,405","1,057",139,—,2,13,—,—,0,—,—
106,Cochise ›,"11,986","9,519",283,225,33%,1,5,3,–15%,0,—,31%
2705,Cochran ›,305,"10,691",15,526,25%,2,11,—,—,0,—,19%
2550,Cocke ›,"4,522","12,560",99,275,30%,<1,10,—,–100%,0,—,19%
100,Coconino ›,"17,874","12,458",330,230,46%,6,8,5,–29%,0.1,0.20,49%
2442,Codington ›,"4,637","16,555",81,289,28%,<1,18,—,–100%,0,—,32%
2556,Coffee ›,"6,922","12,247",122,216,23%,2,9,16,–14%,0,—,21%
37,Coffee ›,"5,524","10,554",119,227,19%,1,8,10,–10%,0,—,20%
407,Coffee ›,"5,324","12,303",170,393,—,9,10,15,–12%,0.1,0.16,—
970,Coffey ›,735,"8,986",23,281,32%,0,—,9,+6%,0,—,36%
2624,Coke ›,467,"13,788",12,354,24%,11,12,2,–64%,0.1,0.16,25%
25,Colbert ›,"6,310","11,423",134,243,28%,6,5,15,+2%,0,—,24%
2760,Coleman ›,749,"9,162",33,404,23%,1,5,8,+66%,0,—,28%
645,Coles ›,"5,686","11,232",97,192,27%,24,9,4,–41%,0.3,0.11,34%
1496,Cole ›,"9,099","11,856",124,162,33%,6,7,8,–12%,0,—,29%
1814,Colfax ›,914,"7,654",48,402,27%,3,5,—,–100%,0,—,19%
1654,Colfax ›,"1,594","14,885",21,196,22%,8,25,—,—,0.4,1.37,26%
2429,Colleton ›,"3,622","9,613",127,337,23%,1,5,12,+11%,0,—,26%
358,Collier ›,"36,306","9,433",538,140,42%,5,10,11,+17%,0.1,0.31,24%
2685,Collingsworth ›,331,"11,336",9,308,24%,2,40,—,—,0,—,24%
2772,Collin ›,"90,804","8,776",830,80,39%,<1,4,—,–100%,0,—,21%
2920,Colonial Heights ›,"1,706","9,822",61,351,—,9,10,4,–61%,0.4,0.45,—
2790,Colorado ›,"1,731","8,054",31,144,32%,2,3,—,–100%,0,—,23%
455,Colquitt ›,"4,726","10,364",121,265,—,1,12,3,–58%,0.4,5.25,—
2094,Columbiana ›,"8,842","8,679",229,225,32%,4,5,—,–100%,0,—,30%
3057,Columbia ›,119,"2,986",5,125,29%,2,20,9,+6%,0,—,24%
3176,Columbia ›,"5,842","10,154",69,120,40%,1,7,4,–38%,0.1,0.86,40%
1865,Columbia ›,"3,991","6,712",101,170,46%,7,9,7,–27%,0,—,40%
158,Columbia ›,"2,349","10,014",56,239,25%,<1,3,—,–100%,0.3,1.43,19%
2279,Columbia ›,"5,711","8,791",133,205,37%,58,16,18,–24%,0.7,0.19,38%
335,Columbia ›,"8,162","11,386",169,236,21%,219,15,14,–3%,4.1,0.28,36%
2228,Columbia ›,"1,744","3,331",27,52,30%,1,15,19,+16%,0,—,25%
444,Columbia ›,"16,925","10,800",204,130,—,2,30,10,–6%,0,—,—
